-5.766251332842553534e-01;-5.967193565114150555e-01;-6.305396861832636146e-01;-6.452766978480930504e-01;-6.465175519238134383e-01;-6.916273516537237986e-01;-6.904494216754818448e-01;-6.731367339578251396e-01;-6.800565332663086604e-01;-6.594092413069900793e-01;-5.516474528343503492e-01;-5.363278952317147574e-01;-4.833646249507365100e-01;-4.826991077666903940e-01;-4.829215198852087054e-01;-3.409654546430581634e-01;-3.146840770181681957e-01;-2.517994361733970621e-01;-2.402205362611486428e-01;-2.365534681197816180e-01;-2.374442351099769477e-01;-2.386789493093378622e-01;-2.578579538568893659e-01;-2.906437517875132825e-01;-4.009750371909732714e-01;-4.313339184315332364e-01;-4.944783327169873233e-01;-5.107359050095497954e-01;-5.131100338841630970e-01;-5.853559001949173446e-01;-5.840869181649410713e-01;-5.834236285030199864e-01;-5.742572522824083148e-01;-5.565359535788081402e-01;-5.553171967414934906e-01;-5.438277539163572927e-01
-8.466975298422932950e-01;-8.513400789786287337e-01;-8.624892592500241761e-01;-8.694766804611734345e-01;-8.386298934064796429e-01;-7.716768972503742496e-01;-7.606554162030552124e-01;-7.491586790213864422e-01;-7.368789732052594132e-01;-6.477955857356141323e-01;-5.861567694312023180e-01;-5.452724856221602412e-01;-5.256491621890277965e-01;-5.253190663791992288e-01;-4.602855941156804853e-01;-4.057658152683610298e-01;-3.693421783748287446e-01;-3.393012889970221102e-01;-3.335102897959568713e-01;-3.328060824089840164e-01;-3.355762426732399328e-01;-3.361965221894550049e-01;-3.507005539590407062e-01;-3.750941267949826630e-01;-3.965023104615588712e-01;-4.230146508993405940e-01;-4.346665085454765043e-01;-4.412560790284864587e-01;-4.424794335405063395e-01;-4.428475957425160869e-01;-4.274095621655414901e-01;-4.270912215579478755e-01;-4.165986651415121145e-01;-4.101120953362530352e-01;-3.720078513982961743e-01;-3.479325142032058671e-01
-1.032577222000832684e+00;-9.990775625468550913e-01;-9.856511812839455766e-01;-9.830289419369191428e-01;-9.814207143212323459e-01;-7.837598359244312141e-01;-7.610350369244303081e-01;-7.513009466769180467e-01;-7.311636723683823114e-01;-6.850600681451795015e-01;-5.781554186931945338e-01;-5.436170252002642256e-01;-5.234293684494071286e-01;-5.068861627451889396e-01;-5.069340721368852387e-01;-4.420859699801153453e-01;-4.254826216839839859e-01;-4.081231189069443044e-01;-4.011424884642645350e-01;-4.018386666474082491e-01;-4.017654447136398410e-01;-4.089750303256427522e-01;-4.305610635972407785e-01;-4.254541983657863513e-01;-3.888726280913740729e-01;-3.777689595819115898e-01;-3.424311213250709196e-01;-3.320329088343867974e-01;-3.025221482302213327e-01;-2.136280016621082689e-01;-2.136942585428884822e-01;-2.014420883808878682e-01;-1.908968773749965819e-01;-1.768463700561262175e-01;-1.029381529508009291e-01;-9.607505538641698817e-02
-1.084005048643790214e+00;-1.016860773981381527e+00;-9.928959903703133971e-01;-9.951128575628946926e-01;-9.435718542444553325e-01;-6.877148610948102814e-01;-6.561383452398367178e-01;-6.254045634234175477e-01;-6.018342438738036870e-01;-5.551504335854802186e-01;-4.739911806749610990e-01;-4.564602224172031875e-01;-4.259870864165224980e-01;-4.215677698317057409e-01;-3.843971792894362860e-01;-4.083060569608115697e-01;-4.190526491509484752e-01;-4.062055086773778689e-01;-3.996614310169432360e-01;-3.986391806463301934e-01;-4.059639817995331912e-01;-4.092934109171729729e-01;-4.394850743825205464e-01;-4.095221558084209401e-01;-2.846162486813536563e-01;-2.816175865233318532e-01;-1.962989949928811151e-01;-1.838609418806310125e-01;-1.376545931921324684e-01;1.288380574727614539e-02;1.929729040911715154e-02;2.132453994525915567e-02;4.225105369679706818e-02;5.418977669388005958e-02;1.086458656317134813e-01;1.450214869725110767e-01
-1.060342307150130114e+00;-9.872937820747683668e-01;-8.894726753274283526e-01;-8.701219079963332659e-01;-8.627236547555529045e-01;-5.832881137050824893e-01;-5.143420753718581651e-01;-4.536122491702337389e-01;-4.349635699582933279e-01;-4.271299519138644918e-01;-3.440773158216747785e-01;-3.182825144644829685e-01;-2.881149212816188632e-01;-2.940141415156755089e-01;-2.983176059471105424e-01;-2.948317411463374782e-01;-3.450636064122675206e-01;-3.638970155227083669e-01;-3.734160606012731920e-01;-3.784990779851952758e-01;-3.750759730560763172e-01;-3.699340332452871194e-01;-3.395301289837201475e-01;-2.982453087998949703e-01;-1.573818832562353665e-01;-1.313838993462890237e-01;-1.833600310872633005e-02;2.854904428334530814e-02;8.787464922219143104e-02;2.555903573523741201e-01;2.512280215157876029e-01;2.551601818628258522e-01;2.805106629813124419e-01;3.190923781667875936e-01;3.891420941672562028e-01;3.856165868585327283e-01
-8.569401367554643212e-01;-7.561810281335676898e-01;-6.608539751230375625e-01;-6.433758327392817833e-01;-4.167540479801142284e-01;-3.455868154493145772e-01;-2.500312610749872988e-01;-1.933686690337751424e-01;-1.522632599027956002e-01;-1.543580837741888034e-01;-1.401688327515153709e-01;-1.130362724968967114e-01;-1.166245766489516777e-01;-1.188680649763987629e-01;-1.152227622143172925e-01;-1.633548331340521909e-01;-2.490860663663413410e-01;-2.794971800990753152e-01;-2.811083294787348752e-01;-2.770927177733054636e-01;-2.831327782159104300e-01;-2.906586118891816284e-01;-2.412359040155937773e-01;-1.940839092534828725e-01;-1.360799014720956435e-01;1.167001735454287203e-02;1.108279309960751025e-01;2.053386438416374693e-01;2.600710246967419259e-01;3.438249146825796965e-01;4.544207461529925496e-01;4.536979485291253722e-01;4.644718592977201688e-01;5.200517201724815797e-01;5.224711679108848816e-01;5.766147593131917271e-01
-5.865769386365431437e-01;-5.258214280213018288e-01;-4.279278486151519845e-01;-3.497508488742154809e-01;-3.450777760326299015e-01;-9.120961283799020047e-02;-5.882447521014413927e-02;3.205590756918775402e-02;4.873152190529311811e-02;5.720742314666813627e-02;5.708074095093011030e-02;9.015773121521103439e-02;8.059725441629986276e-02;5.532603268309521649e-02;5.564531903907564414e-02;-2.456762670197653459e-02;-5.765232399511721617e-02;-1.550381439024248187e-01;-1.898785149561051933e-01;-1.879721939724016133e-01;-1.953857870107946204e-01;-1.457106296481171515e-01;-7.463862435377771609e-02;-3.524718027206433929e-02;1.671708212598536081e-01;1.888676200889967960e-01;3.441281770174591803e-01;4.086657544336212977e-01;4.532745423235119420e-01;6.184916848444008686e-01;6.213200043093254354e-01;6.232901126181912277e-01;6.643524562394886868e-01;6.708250007840224072e-01;6.916325391230162545e-01;6.955712466048169507e-01
-1.975902637595131905e-01;-1.407643627993755975e-01;-5.233160792901249414e-02;-1.018655775146221770e-03;2.339775323570952165e-02;2.278870266355797758e-01;2.381769719886633607e-01;2.924440974386126602e-01;2.593928066731493454e-01;2.983210903890014531e-01;2.854760629008549766e-01;2.614109058995245927e-01;2.413914691690216274e-01;2.321075191354547707e-01;1.778826204206654937e-01;1.043304731429448712e-01;6.394565336778028353e-02;-3.131306662250843420e-02;-3.879266536512709224e-02;-4.676884540922503913e-02;-4.063591056282026687e-02;-2.262830335338810589e-02;4.525020708002960856e-02;8.263158651072194383e-02;2.418113797498991080e-01;3.086263446313761150e-01;3.771611024316168237e-01;5.026186322826516895e-01;5.328868890566240690e-01;6.508421953765792800e-01;6.893212072730325879e-01;7.011571004976231425e-01;7.243565486216376748e-01;7.278226910021716733e-01;7.647189932158620085e-01;7.371534311548719742e-01
1.463667964776704244e-01;1.845076288254325070e-01;2.375206915375716876e-01;2.823849809694536361e-01;3.139815821055012002e-01;4.439980043884435568e-01;4.963976535416496083e-01;4.811714654127325352e-01;4.993293387429648122e-01;4.905164085845105659e-01;4.661339987422922770e-01;4.435603500332300220e-01;4.054139411961141803e-01;3.833509944129286362e-01;3.830937389048594821e-01;2.576270993165449275e-01;2.092220069971937602e-01;1.620829513063438976e-01;1.154404126735144032e-01;1.161546077140215849e-01;1.238510137781721199e-01;1.597285027865720519e-01;1.895717925598025544e-01;2.415675493244082150e-01;3.812598496267006754e-01;4.071018504643322822e-01;5.194810635634179441e-01;5.562962775436590679e-01;5.680360873324463711e-01;6.749206975049550916e-01;6.846394904089669886e-01;6.978755985843491105e-01;6.876976684251135952e-01;6.636525142013725009e-01;6.655139406563679305e-01;6.143491777646103991e-01
5.572451856428447536e-01;5.767943411005048704e-01;6.063322382853867376e-01;6.262962522975534796e-01;6.086387063869932446e-01;6.961051484208533591e-01;6.873967049191485046e-01;6.567994244397132864e-01;6.656300922032121203e-01;5.904572975448849625e-01;5.830359605388366617e-01;5.278477033504150873e-01;4.838233409395181206e-01;4.834797874193588196e-01;4.149308589933295988e-01;3.476701511958276147e-01;3.037794370023942370e-01;2.531617009176982958e-01;2.340913381703438045e-01;2.418248645281803610e-01;2.440985682558210745e-01;2.609498513420500654e-01;2.697029687534012177e-01;3.058525190445474107e-01;3.934430261600778689e-01;4.270109286899229639e-01;4.899050461302300596e-01;5.164264378714913395e-01;5.163245701452093828e-01;5.693077997969886450e-01;5.872712773102126693e-01;5.932426503661825112e-01;5.905043689907623072e-01;5.713639502742878795e-01;5.561373544716293749e-01;5.311189150562876105e-01
